#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 01 01 15 45 280  7.2  9.8 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.5 99.0 99.00
2023 01 01 16 15 280  6.7 10.3 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.1 99.0 99.00
2023 01 01 16 45 280  6.2  9.3 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.9 99.0 99.00
2023 01 01 17 15 280  5.1  7.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.9 99.0 99.00
2023 01 01 17 45 280  5.7  7.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.0 99.0 99.00
2023 01 01 18 15 280  6.7  9.3 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.9 99.0 99.00
2023 01 01 18 45 300  7.2 11.3 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.0 99.0 99.00
2023 01 01 19 15 310  6.2  8.8 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.0 99.0 99.00
2023 01 01 19 45 290  4.6  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.0 99.0 99.00
2023 01 01 20 15 300  3.6  5.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.4 99.0 99.00
2023 01 01 20 45 300  4.6  6.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.2 99.0 99.00
2023 01 01 21 15 310  3.6  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.5 99.0 99.00
2023 01 01 21 45 310  3.6  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.5 99.0 99.00
2023 01 01 22 15 310  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.2 99.0 99.00
2023 01 01 22 45 250  0.5  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.2 99.0 99.00
2023 01 01 23 00 240  0.5  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.1 99.0 99.00
2023 01 01 23 45 250  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.3 99.0 99.00
2023 01 02 00 15 210  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.4 99.0 99.00
2023 01 02 00 45 220  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.6 99.0 99.00
2023 01 02 01 15 190  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.3 99.0 99.00
2023 01 02 01 45 240  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.4 99.0 99.00
2023 01 02 02 15 250  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.5 99.0 99.00
2023 01 02 02 45 240  1.5  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.1 99.0 99.00
2023 01 02 03 15 220  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.2 99.0 99.00
2023 01 02 03 45   0  0.0  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.5 99.0 99.00
2023 01 02 04 15 210  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.6 99.0 99.00
2023 01 02 04 45 210  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.0 99.0 99.00
2023 01 02 05 15 340  2.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.3 99.0 99.00
2023 01 02 05 45   0  0.0  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.7 99.0 99.00
2023 01 02 06 15 190  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.9 99.0 99.00
2023 01 02 06 45 190  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.6 99.0 99.00
2023 01 02 07 15 210  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.9 99.0 99.00
2023 01 02 07 30 220  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.8 99.0 99.00
2023 01 02 08 15 210  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.8 99.0 99.00
2023 01 02 08 45 240  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   2.9 99.0 99.00
2023 01 02 09 15 250  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.0 99.0 99.00
2023 01 02 09 45 260  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.1 99.0 99.00
2023 01 02 10 15 270  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.1 99.0 99.00
2023 01 02 10 45 250  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.2 99.0 99.00
2023 01 02 11 15 260  2.1  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.2 99.0 99.00
2023 01 02 11 45 340  1.0  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.2 99.0 99.00
2023 01 02 12 00 280  0.5  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.2 99.0 99.00
2023 01 02 12 45 260  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.4 99.0 99.00
2023 01 02 13 45 230  2.1  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.4 99.0 99.00
2023 01 02 14 15 240  2.6  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.6 99.0 99.00
2023 01 02 14 45 230  3.6  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.8 99.0 99.00
2023 01 02 15 15 240  3.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.8 99.0 99.00
2023 01 02 15 45 240  3.1  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.9 99.0 99.00
2023 01 02 16 15 230  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.9 99.0 99.00
2023 01 02 16 45 230  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.0 99.0 99.00
2023 01 02 17 15 220  3.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.2 99.0 99.00
2023 01 02 17 45 220  3.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.2 99.0 99.00
2023 01 02 18 15 230  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 02 18 45 230  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.2 99.0 99.00
2023 01 02 19 15 220  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.0 99.0 99.00
2023 01 02 19 45 230  2.1  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.0 99.0 99.00
2023 01 02 20 15 230  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.7 99.0 99.00
2023 01 02 20 45 190  1.5  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.6 99.0 99.00
2023 01 02 21 15 180  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   3.8 99.0 99.00
2023 01 02 21 45 190  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.2 99.0 99.00
2023 01 02 22 15 190  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.4 99.0 99.00
2023 01 02 22 45 180  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.4 99.0 99.00
2023 01 02 23 15 240  1.0  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.2 99.0 99.00
2023 01 02 23 45  30  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 00 15  40  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 00 45  30  2.6  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.2 99.0 99.00
2023 01 03 01 45 350  1.0  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.5 99.0 99.00
2023 01 03 02 15 350  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.4 99.0 99.00
2023 01 03 02 45  20  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.4 99.0 99.00
2023 01 03 03 15  80  1.0  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.5 99.0 99.00
2023 01 03 03 45  40  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.5 99.0 99.00
2023 01 03 04 15  70  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.4 99.0 99.00
2023 01 03 04 45  70  2.6  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 05 15  60  3.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.2 99.0 99.00
2023 01 03 05 45  60  2.6  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 06 15  50  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 06 45  50  4.1  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 07 15  50  4.1  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 07 45  50  3.6  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 09 15  70  4.6  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.2 99.0 99.00
2023 01 03 09 45  60  4.6  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.2 99.0 99.00
2023 01 03 10 00  70  4.1  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 10 45  60  4.1  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 11 15  60  5.1  6.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.3 99.0 99.00
2023 01 03 11 45  60  5.1  6.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.4 99.0 99.00
2023 01 03 12 00  60  5.1  6.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.5 99.0 99.00
2023 01 03 12 15  60  5.1  6.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.5 99.0 99.00
2023 01 03 12 45  70  5.7  7.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.6 99.0 99.00
2023 01 03 13 45  80  5.7  7.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.6 99.0 99.00
2023 01 03 14 45  40  4.1  6.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   4.9 99.0 99.00
2023 01 03 15 15  60  5.1  7.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.1 99.0 99.00
2023 01 03 15 45  40  3.6  6.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.1 99.0 99.00
2023 01 03 16 15  10  2.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.4 99.0 99.00
2023 01 03 16 45  70  2.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 03 17 15  30  1.5  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.6 99.0 99.00
2023 01 03 17 45 360  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 03 18 15 100  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.4 99.0 99.00
2023 01 03 18 45 160  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 03 19 15 270  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.7 99.0 99.00
2023 01 03 19 45 310  1.0  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 03 20 15 130  0.5  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 03 20 45 160  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 03 21 15 170  1.5  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.0 99.0 99.00
2023 01 03 21 45 280  2.6  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.5 99.0 99.00
2023 01 03 22 00 240  2.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   9.0 99.0 99.00
2023 01 03 22 45 360  1.5  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.8 99.0 99.00
2023 01 03 23 45 260  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.5 99.0 99.00
2023 01 04 00 15 180  2.1  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.7 99.0 99.00
2023 01 04 00 45 140  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.7 99.0 99.00
2023 01 04 01 15 160  4.1  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.5 99.0 99.00
2023 01 04 01 30 160  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.5 99.0 99.00
2023 01 04 02 15 340  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.9 99.0 99.00
2023 01 04 02 45  20  1.0  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.9 99.0 99.00
2023 01 04 03 15 300  0.5  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.8 99.0 99.00
2023 01 04 03 45 210  0.5  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.6 99.0 99.00
2023 01 04 04 15 340  1.0  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.4 99.0 99.00
2023 01 04 04 45  30  1.5  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.2 99.0 99.00
2023 01 04 05 15   0  0.0  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.9 99.0 99.00
2023 01 04 05 45 360  1.0  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.2 99.0 99.00
2023 01 04 06 15 290  1.0  2.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.9 99.0 99.00
2023 01 04 06 45 320  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.9 99.0 99.00
2023 01 04 07 15 320  2.1  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.9 99.0 99.00
2023 01 04 07 45 200  2.1  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.0 99.0 99.00
2023 01 04 08 15 160  3.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.7 99.0 99.00
2023 01 04 08 45 320  2.6  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.3 99.0 99.00
2023 01 04 09 15 280  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.6 99.0 99.00
2023 01 04 09 45 310  1.0  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.2 99.0 99.00
2023 01 04 10 15 230  2.6  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.5 99.0 99.00
2023 01 04 10 45 220  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.9 99.0 99.00
2023 01 04 11 15 270  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.2 99.0 99.00
2023 01 04 11 45 250  3.6  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.6 99.0 99.00
2023 01 04 12 15 220  4.1  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   8.5 99.0 99.00
2023 01 04 12 45 220  4.1  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   8.1 99.0 99.00
2023 01 04 13 15 250  3.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   8.1 99.0 99.00
2023 01 04 13 45 260  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.8 99.0 99.00
2023 01 04 14 15 260  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   7.4 99.0 99.00
2023 01 04 14 30 240  3.6  5.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   8.4 99.0 99.00
2023 01 04 15 00 230  4.1  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   8.9 99.0 99.00
2023 01 04 15 45 240  3.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   8.8 99.0 99.00
2023 01 04 16 15 240  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   9.4 99.0 99.00
2023 01 04 16 45 220  4.6  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   9.6 99.0 99.00
2023 01 04 17 00 220  4.1  5.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   9.9 99.0 99.00
2023 01 04 17 45 230  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0  10.4 99.0 99.00
2023 01 04 18 15 260  2.1  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   9.9 99.0 99.00
2023 01 04 18 45 250  2.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   9.6 99.0 99.00
2023 01 04 19 15 220  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   9.9 99.0 99.00
2023 01 04 19 45 200  4.1  5.1 99.00 99.00 99.00 999 9999.0 999.0 999.0  10.3 99.0 99.00
2023 01 04 20 15 100  1.0  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   9.7 99.0 99.00
2023 01 04 20 45 350  2.1  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   9.4 99.0 99.00
2023 01 04 21 15  40  2.6  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   8.7 99.0 99.00
2023 01 04 21 30  40  3.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   8.9 99.0 99.00
2023 01 04 22 15  80  5.1  6.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.9 99.0 99.00
2023 01 04 22 45  90  5.1  6.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.5 99.0 99.00
2023 01 04 23 15  70  6.2  7.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.5 99.0 99.00
2023 01 05 00 45  70  7.7  9.8 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.1 99.0 99.00
2023 01 05 01 00  70  7.7  9.8 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.1 99.0 99.00
2023 01 05 01 45  70  8.2 10.8 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.1 99.0 99.00
2023 01 05 02 15  60  7.7 10.8 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 05 02 45  60  8.2 10.8 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.0 99.0 99.00
2023 01 05 03 00  60  8.2 11.3 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.0 99.0 99.00
2023 01 05 03 45  50  7.7 10.3 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.0 99.0 99.00
2023 01 05 04 15  60  8.2 11.3 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.2 99.0 99.00
2023 01 05 04 45  60  7.7 10.8 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.2 99.0 99.00
2023 01 05 05 15  60  6.7  9.8 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.1 99.0 99.00
2023 01 05 05 45  60  6.2  9.3 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.1 99.0 99.00
2023 01 05 06 15  90  4.6  7.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 06 45  80  4.1  6.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 07 15  70  4.1  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 07 45  80  4.1  6.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.1 99.0 99.00
2023 01 05 08 15  60  3.1  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 05 08 45 110  2.6  4.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.1 99.0 99.00
2023 01 05 09 15 110  3.6  5.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 09 45  70  2.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.0 99.0 99.00
2023 01 05 10 15  60  1.5  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 10 45  30  2.6  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 05 11 15  40  2.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.7 99.0 99.00
2023 01 05 11 45  80  2.1  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 12 15 100  4.1  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.2 99.0 99.00
2023 01 05 12 45 100  5.1  6.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.3 99.0 99.00
2023 01 05 13 15 110  6.2  7.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.2 99.0 99.00
2023 01 05 13 45  90  5.7  7.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 05 14 15  80  4.6  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 15 00  90  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 15 45 110  2.6  3.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 16 45  90  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 05 17 15 100  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 05 17 45  50  0.5  1.0 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.1 99.0 99.00
2023 01 05 18 15  90  1.0  1.5 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.1 99.0 99.00
2023 01 05 18 45  80  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.0 99.0 99.00
2023 01 05 19 15  80  1.5  2.6 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 05 19 45  80  2.1  3.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 05 22 45  90  4.6  6.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 05 23 15  90  4.1  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.0 99.0 99.00
2023 01 05 23 45 100  4.1  5.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   6.0 99.0 99.00
2023 01 06 00 15 110  3.1  4.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.9 99.0 99.00
2023 01 06 00 45  90  3.6  5.1 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.8 99.0 99.00
2023 01 06 01 15  80  4.1  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.7 99.0 99.00
2023 01 06 01 45  80  4.6  5.7 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.6 99.0 99.00
2023 01 06 02 15  80  4.6  6.2 99.00 99.00 99.00 999 9999.0 999.0 999.0   5.5 99.0 99.00
